"LLIW","InsChange","MeanRH","WindFieldMt","SubjVertMo","SynForcng","LoLevMoistAd","Boundaries","AMInsWliScen","N34StarFcst","N0_7muVerMo","WndHodograph","ScenRel3_4","WindAloft","AreaMeso_ALS","ScenRelAMIns","CapInScen","Dewpoints","MorningCIN","CldShadeOth","Date","MorningBound","LIfr12ZDENSd","InsSclInScen","InsInMt","IRCloudCover","RHRatio","LatestCIN","QGVertMotion","MountainFcst","MvmtFeatures","SatContMoist","SfcWndShfDis","Scenario","CapChange","AMInstabMt","CurPropConv","AMCINInScen","CldShadeConv","RaoContMoist","CompPlFcst","LowLLapse","R5Fcst","PlainsFcst","MidLLapse","ScnRelPlFcst","AMDewptCalPl","CombVerMo","WindFieldPln","AreaMoDryAir","CombClouds","VISCloudCov","CombMoisture","OutflowFrMt","ScenRelAMCIN","TempDis"
"Moderate","Decreasing","Average","Westerly","Neutral","PosToNeg","Negative","Strong","Average","XNIL","Down","DCVZFavor","ACEFK","AllElse","Down","CDEJ","MoreThanAve","LowSHighN","PartInhibit","Clear","Aug20_Sep15","None","N1GtLIGt_4","LessUnstable","Strong","PC","MoistMDryL","TotalInhibit","Down","XNIL","NoMajor","Dry","Other","E","Increasing","Strong","None","Average","Marked","Dry","IncCapDecIns","CloseToDryAd","XNIL","XNIL","Steep","E","Neutral","Down","LV","Neutral","Clear","Clear","Wet","Weak","CThruK","None"
"Weak","Decreasing","Average","LVorOther","Neutral","LittleChange","Negative","Weak","LessUnstable","XNIL","Neutral","Westerly","GJ","LV","Down","CDEJ","MoreThanAve","LowAtStation","TotalInhibit","Clear","Jun15_Jul1","None","N1GtLIGt_4","LessUnstable","Strong","Clear","MoistMDryL","None","Down","SVR","NoMajor","Neutral","DryLine","J","LittleChange","Strong","Slight","MoreThanAve","Marked","Dry","LittleChange","Stable","SVR","XNIL","CloseToDryAd","J","Instability","Down","LV","Dry","Clear","PC","Dry","Weak","CThruK","None"
"Weak","Decreasing","Average","LVorOther","Neutral","LittleChange","Neutral","Strong","LessUnstable","XNIL","StrongUp","Other","HI","AllElse","WeakUp","ABI","LessThanAve","LowSHighN","None","Cloudy","Jun15_Jul1","Strong","N5GtLIGt_8","LessUnstable","Weak","Cloudy","DryMMoistL","PartInhibit","Down","SIG","MarkedUpper","Dry","E_W_S","I","Decreasing","Weak","Slight","LessThanAve","None","Dry","DecCapIncIns","Steep","SIG","XNIL","Steep","I","Stability","WeakUp","WidespdDnsl","Neutral","Cloudy","PC","Dry","Weak","CThruK","QStationary"
"Weak","Increasing","Average","LVorOther","Neutral","SigPositive","WeakPos","Weak","LessUnstable","XNIL","Down","DCVZFavor","HI","NWQuad","Neutral","ABI","LessThanAve","LowSHighN","None","Cloudy","May15_Jun14","None","N5GtLIGt_8","Average","None","PC","DryMMoistL","PartInhibit","Neutral","XNIL","NoMajor","Neutral","E_W_S","I","Increasing","None","Slight","LessThanAve","None","Neutral","IncCapDecIns","CloseToDryAd","XNIL","XNIL","ModerateOrLe","I","Neutral","Neutral","DenvCyclone","Neutral","Cloudy","Cloudy","Neutral","None","CThruK","QStationary"
"Moderate","Decreasing","Dry","Westerly","Neutral","SigPositive","Neutral","Weak","LessUnstable","XNIL","StrongUp","DCVZFavor","ACEFK","SWQuad","WeakUp","K","LessThanAve","Other","PartInhibit","Clear","Aug20_Sep15","None","N1GtLIGt_4","LessUnstable","Strong","Clear","DryMMoistL","Stifling","Down","SVR","OtherRapid","Neutral","E_W_N","K","Decreasing","Strong","None","LessThanAve","Some","Neutral","DecCapIncIns","CloseToDryAd","SVR","XNIL","Steep","K","Neutral","WeakUp","LV","Wet","Clear","Clear","Neutral","Weak","CThruK","Other"
"Unfavorable","Decreasing","Average","Westerly","WeakUp","NegToPos","WeakPos","Strong","MoreUnstable","XNIL","Neutral","StrongWest","D","AllElse","WeakUp","CDEJ","MoreThanAve","LowMtsHighPl","Stifling","PC","Jul16_Aug10","None","LILt_8","Average","Strong","PC","DryMMoistL","Stifling","StrongUp","SIG","StrongFront","VeryWet","DryLine","D","Increasing","Strong","None","MoreThanAve","Marked","Dry","IncCapDecIns","Stable","SIG","XNIL","Steep","D","Stability","WeakUp","WidespdDnsl","Wet","Clear","Clear","Wet","Strong","CThruK","Other"
"Moderate","Increasing","Average","LVorOther","Neutral","PosToNeg","StrongPos","Weak","Average","SIG","StrongUp","Westerly","B","NWQuad","StrongUp","ABI","LessThanAve","HighEvrywher","PartInhibit","Cloudy","Aug20_Sep15","None","N5GtLIGt_8","MoreUnstable","Strong","Cloudy","DryMMoistL","None","StrongUp","SIG","NoMajor","Neutral","DenvCyclone","B","Increasing","Strong","Strong","LessThanAve","Marked","VeryWet","IncCapDecIns","Stable","SIG","SIG","Steep","B","Neutral","StrongUp","DenvCyclone","VeryWet","PC","Clear","Neutral","Weak","AB","Other"
"Weak","Decreasing","Dry","Westerly","StronUp","LittleChange","Neutral","Strong","MoreUnstable","XNIL","Down","DCVZFavor","ACEFK","SWQuad","WeakUp","CDEJ","MoreThanAve","LowMtsHighPl","PartInhibit","Cloudy","Aug20_Sep15","Strong","LILt_8","LessUnstable","Strong","PC","MoistMDryL","None","StrongUp","SVR","NoMajor","Neutral","Other","E","Increasing","Weak","Slight","Average","Marked","VeryWet","IncCapDecIns","Steep","SVR","SIG","ModerateOrLe","E","Instability","WeakUp","LV","Wet","Cloudy","Cloudy","VeryWet","None","CThruK","None"
"Strong","LittleChange","Dry","Westerly","Neutral","SigNegative","Neutral","None","MoreUnstable","SVR","WeakUp","DCVZFavor","D","NWQuad","Neutral","CDEJ","MoreThanAve","LowAtStation","Stifling","Clear","Aug20_Sep15","None","N5GtLIGt_8","MoreUnstable","Weak","Clear","Other","PartInhibit","WeakUp","SIG","MarkedUpper","Neutral","Other","D","Increasing","Weak","Slight","MoreThanAve","Some","Dry","IncCapDecIns","CloseToDryAd","SVR","XNIL","CloseToDryAd","D","Neutral","Neutral","LV","Neutral","PC","PC","Neutral","None","CThruK","Other"
"Weak","LittleChange","Dry","LVorOther","Neutral","SigNegative","Neutral","None","Average","SVR","Down","DCVZFavor","HI","LV","Neutral","ABI","LessThanAve","LowSHighN","None","PC","May15_Jun14","Weak","N1GtLIGt_4","Average","None","PC","DryMMoistL","None","Down","XNIL","OtherRapid","VeryWet","Other","I","LittleChange","None","Slight","LessThanAve","None","Neutral","LittleChange","CloseToDryAd","SVR","SVR","CloseToDryAd","I","Stability","Neutral","LV","Wet","PC","PC","Wet","None","CThruK","QStationary"
"Weak","Increasing","Average","LVorOther","Down","PosToNeg","Neutral","Strong","LessUnstable","XNIL","Down","DCVZFavor","ACEFK","AllElse","Down","CDEJ","Average","LowNHighS","PartInhibit","Clear","Aug20_Sep15","None","N1GtLIGt_4","Average","Strong","Clear","MoistMDryL","PartInhibit","WeakUp","SVR","NoMajor","VeryWet","E_W_N","E","Increasing","Weak","None","Average","Marked","Wet","IncCapDecIns","CloseToDryAd","SVR","XNIL","ModerateOrLe","E","Stability","Down","WidespdDnsl","Wet","Clear","Clear","VeryWet","Strong","CThruK","Moving"
"Moderate","Increasing","VeryMoist","Westerly","Neutral","SigPositive","WeakPos","Strong","MoreUnstable","SIG","Down","DCVZFavor","ACEFK","NWQuad","Neutral","K","MoreThanAve","Other","Stifling","Clear","Aug20_Sep15","Weak","LILt_8","MoreUnstable","Strong","Clear","DryMMoistL","None","Neutral","SIG","MarkedUpper","Neutral","E_W_N","K","Increasing","Strong","Slight","MoreThanAve","Marked","Neutral","IncCapDecIns","ModerateOrLe","SIG","SIG","ModerateOrLe","K","Neutral","Neutral","WidespdDnsl","Neutral","Clear","PC","Neutral","Strong","CThruK","QStationary"
"Moderate","Decreasing","Average","Westerly","Down","SigPositive","Negative","Weak","LessUnstable","XNIL","StrongUp","Other","ACEFK","SWQuad","Down","CDEJ","LessThanAve","LowNHighS","None","Clear","Jul2_Jul15","None","N1GtLIGt_4","LessUnstable","Strong","PC","MoistMDryL","PartInhibit","Down","SIG","NoMajor","Dry","DryLine","E","Increasing","Weak","None","LessThanAve","Some","VeryWet","IncCapDecIns","CloseToDryAd","SIG","XNIL","Steep","E","Stability","Down","WidespdDnsl","Wet","Clear","PC","VeryWet","None","CThruK","None"
"Moderate","LittleChange","Dry","Westerly","StronUp","NegToPos","WeakPos","Strong","LessUnstable","XNIL","WeakUp","Westerly","ACEFK","NWQuad","WeakUp","CDEJ","Average","LowAtStation","Stifling","PC","Jun15_Jul1","Strong","N1GtLIGt_4","LessUnstable","Strong","PC","MoistMDryL","PartInhibit","Neutral","SIG","StrongFront","Wet","DryLine","C","LittleChange","Strong","None","Average","Marked","VeryWet","LittleChange","Steep","SIG","XNIL","ModerateOrLe","C","Stability","WeakUp","LongAnticyc","Wet","PC","PC","Wet","Weak","CThruK","None"
"Moderate","Increasing","Average","Westerly","StronUp","SigPositive","StrongPos","Weak","MoreUnstable","SIG","StrongUp","DCVZFavor","ACEFK","AllElse","StrongUp","K","LessThanAve","LowNHighS","PartInhibit","Cloudy","May15_Jun14","None","N1GtLIGt_4","MoreUnstable","None","PC","DryMMoistL","None","StrongUp","XNIL","StrongFront","Neutral","DenvCyclone","K","Decreasing","None","Slight","Average","None","Dry","DecCapIncIns","ModerateOrLe","SIG","SIG","ModerateOrLe","K","Instability","StrongUp","WidespdDnsl","Neutral","Cloudy","Cloudy","Dry","None","CThruK","None"
"Weak","Increasing","Dry","Westerly","WeakUp","SigPositive","WeakPos","Weak","LessUnstable","XNIL","StrongUp","DCVZFavor","D","SWQuad","WeakUp","CDEJ","MoreThanAve","LowMtsHighPl","PartInhibit","Clear","Jul2_Jul15","None","N1GtLIGt_4","MoreUnstable","Strong","Clear","DryMMoistL","PartInhibit","Neutral","XNIL","StrongFront","Wet","DenvCyclone","D","Increasing","Weak","None","Average","Some","Wet","IncCapDecIns","Steep","XNIL","XNIL","ModerateOrLe","D","Stability","WeakUp","LongAnticyc","Neutral","Clear","Clear","Wet","Weak","CThruK","QStationary"
"Weak","Decreasing","Average","Westerly","Neutral","SigNegative","Negative","None","MoreUnstable","XNIL","StrongUp","Westerly","ACEFK","SWQuad","WeakUp","CDEJ","LessThanAve","LowSHighN","PartInhibit","Clear","Jul2_Jul15","Weak","LILt_8","LessUnstable","None","Clear","MoistMDryL","PartInhibit","Neutral","XNIL","NoMajor","Dry","DryLine","E","Decreasing","None","None","Average","None","Neutral","DecCapIncIns","Steep","XNIL","XNIL","ModerateOrLe","E","Instability","WeakUp","LongAnticyc","Dry","Clear","PC","Dry","None","CThruK","Other"
"Moderate","LittleChange","Average","LVorOther","Neutral","LittleChange","Neutral","Strong","MoreUnstable","SIG","WeakUp","Westerly","ACEFK","SWQuad","Neutral","CDEJ","MoreThanAve","LowNHighS","Stifling","Clear","Jun15_Jul1","Strong","N1GtLIGt_4","MoreUnstable","None","PC","MoistMDryL","None","Neutral","XNIL","NoMajor","VeryWet","DryLine","E","LittleChange","None","Strong","MoreThanAve","None","Neutral","LittleChange","CloseToDryAd","SIG","SVR","Steep","E","Instability","Neutral","LV","Wet","Clear","Clear","Wet","None","CThruK","Moving"
"Strong","Decreasing","Dry","Westerly","StronUp","LittleChange","Neutral","None","LessUnstable","XNIL","Neutral","Other","ACEFK","AllElse","WeakUp","CDEJ","MoreThanAve","LowAtStation","TotalInhibit","Cloudy","Aug11_Aug20","None","LIGt0","LessUnstable","None","PC","MoistMDryL","Stifling","Neutral","XNIL","NoMajor","Wet","DryLine","E","LittleChange","None","None","MoreThanAve","None","VeryWet","LittleChange","CloseToDryAd","XNIL","XNIL","Steep","E","Stability","WeakUp","WidespdDnsl","VeryWet","PC","PC","VeryWet","None","CThruK","None"
"Moderate","Increasing","Average","LVorOther","Down","LittleChange","StrongPos","Strong","LessUnstable","XNIL","WeakUp","Westerly","GJ","LV","Neutral","CDEJ","MoreThanAve","LowMtsHighPl","PartInhibit","Cloudy","Jul16_Aug10","None","N5GtLIGt_8","LessUnstable","Strong","Clear","MoistMDryL","None","StrongUp","SVR","NoMajor","Neutral","DryLine","J","Increasing","Strong","Strong","Average","Marked","Neutral","IncCapDecIns","Steep","SVR","XNIL","ModerateOrLe","J","Stability","Neutral","LV","Dry","Cloudy","PC","Neutral","Strong","CThruK","Other"
"Weak","LittleChange","VeryMoist","Westerly","StronUp","NegToPos","Neutral","None","Average","XNIL","StrongUp","Other","ACEFK","NWQuad","WeakUp","K","LessThanAve","Other","PartInhibit","PC","Jul16_Aug10","None","LIGt0","Average","Weak","Clear","Other","None","Down","XNIL","StrongFront","VeryWet","E_W_N","K","Decreasing","Weak","Slight","LessThanAve","Some","Dry","DecCapIncIns","Steep","XNIL","XNIL","ModerateOrLe","K","Stability","WeakUp","WidespdDnsl","VeryWet","Clear","PC","VeryWet","None","CThruK","Moving"
"Unfavorable","Increasing","VeryMoist","LVorOther","Neutral","SigPositive","StrongPos","Weak","LessUnstable","XNIL","Down","DCVZFavor","HI","AllElse","Down","H","Average","LowSHighN","PartInhibit","Clear","Jun15_Jul1","None","LIGt0","Average","Strong","PC","DryMMoistL","TotalInhibit","StrongUp","XNIL","MarkedUpper","Dry","None","H","Increasing","Weak","None","LessThanAve","Marked","Dry","IncCapDecIns","Stable","XNIL","SIG","CloseToDryAd","H","Stability","Down","E_NE","Neutral","PC","PC","Wet","Weak","CThruK","None"
"Weak","LittleChange","Average","LVorOther","Neutral","SigPositive","Neutral","Weak","Average","XNIL","Down","Other","ACEFK","NWQuad","Down","CDEJ","Average","LowEvrywhere","PartInhibit","Clear","Jun15_Jul1","None","N1GtLIGt_4","Average","Strong","Clear","MoistMDryL","Stifling","Neutral","SIG","StrongFront","Dry","E_W_N","C","LittleChange","Weak","None","Average","Some","Wet","LittleChange","Steep","SIG","XNIL","Steep","C","Neutral","Down","LongAnticyc","VeryWet","Clear","Clear","VeryWet","Weak","CThruK","Other"
"Strong","LittleChange","Average","LVorOther","Neutral","NegToPos","Neutral","None","LessUnstable","SIG","Down","Westerly","ACEFK","SWQuad","Down","CDEJ","Average","HighEvrywher","PartInhibit","Clear","Jul16_Aug10","None","N1GtLIGt_4","LessUnstable","Strong","PC","MoistMDryL","PartInhibit","Down","SIG","NoMajor","Wet","E_W_N","E","LittleChange","Strong","Moderate","Average","Some","VeryWet","LittleChange","CloseToDryAd","SIG","SIG","ModerateOrLe","E","Neutral","Down","LongAnticyc","Wet","Clear","Clear","VeryWet","None","CThruK","None"
"Weak","Increasing","VeryMoist","LVorOther","Neutral","LittleChange","WeakPos","Weak","MoreUnstable","XNIL","Neutral","StrongWest","HI","NWQuad","Neutral","H","MoreThanAve","LowMtsHighPl","PartInhibit","Clear","May15_Jun14","None","N5GtLIGt_8","MoreUnstable","Strong","Clear","DryMMoistL","None","StrongUp","SVR","MarkedUpper","VeryWet","Other","H","Increasing","Strong","Moderate","MoreThanAve","Marked","Neutral","IncCapDecIns","Stable","SVR","XNIL","Steep","H","Instability","Neutral","E_NE","Wet","Clear","Clear","Wet","Weak","CThruK","None"
"Moderate","Increasing","Dry","LVorOther","StronUp","LittleChange","StrongPos","Strong","MoreUnstable","XNIL","Neutral","DCVZFavor","GJ","AllElse","WeakUp","CDEJ","LessThanAve","LowSHighN","Stifling","Cloudy","Jul2_Jul15","Weak","N5GtLIGt_8","MoreUnstable","None","PC","DryMMoistL","None","Down","XNIL","StrongFront","Wet","DryLine","J","Decreasing","None","Moderate","MoreThanAve","None","VeryWet","DecCapIncIns","Steep","XNIL","XNIL","ModerateOrLe","J","Neutral","WeakUp","SEQuad","VeryWet","PC","Clear","Wet","None","CThruK","Other"
"Unfavorable","Increasing","Dry","Westerly","StronUp","SigPositive","WeakPos","Weak","Average","XNIL","StrongUp","Westerly","ACEFK","NWQuad","Neutral","K","Average","Other","PartInhibit","Cloudy","Jul16_Aug10","None","LIGt0","Average","Weak","Clear","DryMMoistL","PartInhibit","Neutral","XNIL","StrongFront","Neutral","MovingFtorOt","K","Increasing","Strong","None","Average","None","Neutral","IncCapDecIns","Steep","XNIL","XNIL","Steep","K","Instability","Neutral","WidespdDnsl","Dry","Cloudy","PC","Neutral","Weak","CThruK","QStationary"
"Weak","Increasing","Dry","LVorOther","Neutral","LittleChange","StrongPos","Strong","Average","XNIL","Neutral","StrongWest","B","AllElse","Neutral","ABI","LessThanAve","HighEvrywher","PartInhibit","PC","Jul16_Aug10","Weak","N5GtLIGt_8","MoreUnstable","Strong","Cloudy","Other","PartInhibit","Neutral","XNIL","NoMajor","Wet","DenvCyclone","B","Increasing","Strong","None","LessThanAve","Marked","Dry","IncCapDecIns","Stable","XNIL","XNIL","CloseToDryAd","B","Stability","Neutral","DenvCyclone","Neutral","PC","PC","Neutral","Strong","AB","None"
"Weak","Decreasing","Dry","Westerly","Neutral","SigNegative","WeakPos","Weak","LessUnstable","SIG","WeakUp","Westerly","ACEFK","SWQuad","Neutral","ABI","LessThanAve","LowMtsHighPl","PartInhibit","Clear","Jul2_Jul15","None","N5GtLIGt_8","LessUnstable","Strong","Cloudy","MoistMDryL","None","Down","SIG","StrongFront","Neutral","DenvCyclone","A","Decreasing","Strong","Slight","LessThanAve","Some","Neutral","DecCapIncIns","Stable","SIG","SIG","Steep","A","Stability","Neutral","DenvCyclone","Neutral","Clear","Clear","Neutral","Weak","AB","None"
"Strong","Decreasing","Average","Westerly","Neutral","PosToNeg","Neutral","Strong","LessUnstable","XNIL","Down","Westerly","D","SWQuad","Neutral","CDEJ","LessThanAve","LowNHighS","PartInhibit","Clear","Jun15_Jul1","Weak","N5GtLIGt_8","LessUnstable","Strong","Clear","DryMMoistL","PartInhibit","Neutral","SVR","StrongFront","VeryWet","DryLine","D","Decreasing","Strong","Strong","Average","Marked","Neutral","DecCapIncIns","CloseToDryAd","SVR","XNIL","CloseToDryAd","D","Stability","Neutral","LongAnticyc","VeryWet","Clear","Clear","Wet","Strong","CThruK","Other"
"Moderate","LittleChange","Dry","Westerly","Neutral","PosToNeg","Neutral","None","MoreUnstable","SIG","StrongUp","DCVZFavor","HI","SWQuad","StrongUp","ABI","Average","LowSHighN","None","PC","May15_Jun14","None","N5GtLIGt_8","MoreUnstable","Weak","PC","Other","None","Down","SVR","StrongFront","Wet","E_W_S","I","LittleChange","None","Moderate","Average","Some","Neutral","LittleChange","ModerateOrLe","SVR","SVR","ModerateOrLe","I","Instability","StrongUp","E_NE","Dry","PC","PC","Dry","None","CThruK","QStationary"
"Weak","Decreasing","Dry","Westerly","Neutral","NegToPos","Negative","None","Average","XNIL","WeakUp","Westerly","ACEFK","AllElse","WeakUp","CDEJ","MoreThanAve","LowSHighN","PartInhibit","PC","Aug20_Sep15","None","N5GtLIGt_8","Average","Weak","PC","MoistMDryL","Stifling","StrongUp","SIG","NoMajor","Dry","None","E","Increasing","Weak","None","Average","Some","Dry","IncCapDecIns","CloseToDryAd","SIG","XNIL","ModerateOrLe","E","Stability","WeakUp","WidespdDnsl","VeryWet","PC","Clear","VeryWet","None","CThruK","None"
"Strong","Increasing","Average","Westerly","Neutral","LittleChange","Neutral","Weak","MoreUnstable","SVR","Neutral","Westerly","ACEFK","AllElse","Neutral","CDEJ","Average","HighEvrywher","PartInhibit","Clear","Jun15_Jul1","Weak","N1GtLIGt_4","MoreUnstable","Weak","Clear","MoistMDryL","PartInhibit","Neutral","XNIL","OtherRapid","VeryWet","E_W_N","E","LittleChange","Weak","Strong","Average","None","VeryWet","LittleChange","CloseToDryAd","SVR","SVR","ModerateOrLe","E","Stability","Neutral","LV","VeryWet","Clear","Clear","VeryWet","Weak","CThruK","None"
"Unfavorable","Increasing","Average","LVorOther","StronUp","NegToPos","StrongPos","None","Average","XNIL","Neutral","Other","D","NWQuad","StrongUp","CDEJ","MoreThanAve","LowMtsHighPl","Stifling","PC","May15_Jun14","None","N1GtLIGt_4","MoreUnstable","Strong","PC","DryMMoistL","PartInhibit","StrongUp","SVR","MarkedUpper","Dry","None","D","Increasing","Weak","None","MoreThanAve","Some","Neutral","IncCapDecIns","CloseToDryAd","SVR","XNIL","CloseToDryAd","D","Stability","StrongUp","LV","Wet","PC","PC","Neutral","None","CThruK","None"
"Strong","LittleChange","Average","LVorOther","StronUp","SigNegative","WeakPos","None","MoreUnstable","XNIL","WeakUp","Other","ACEFK","LV","WeakUp","K","LessThanAve","HighEvrywher","None","PC","May15_Jun14","Weak","N5GtLIGt_8","MoreUnstable","Weak","PC","Other","PartInhibit","WeakUp","SIG","MarkedUpper","Dry","DryLine","K","LittleChange","Weak","Slight","LessThanAve","Some","Neutral","LittleChange","Steep","SIG","XNIL","Steep","K","Stability","WeakUp","WidespdDnsl","Neutral","Clear","Clear","Wet","None","CThruK","Moving"
"Unfavorable","Increasing","Dry","Westerly","StronUp","SigNegative","WeakPos","Strong","LessUnstable","XNIL","WeakUp","DCVZFavor","HI","NWQuad","Down","ABI","Average","LowMtsHighPl","PartInhibit","PC","May15_Jun14","Strong","N1GtLIGt_4","MoreUnstable","Weak","Clear","DryMMoistL","PartInhibit","Down","XNIL","NoMajor","VeryWet","E_W_S","I","Increasing","Weak","None","Average","Some","Neutral","IncCapDecIns","Steep","XNIL","XNIL","Steep","I","Neutral","Down","SEQuad","Dry","PC","PC","Neutral","None","CThruK","QStationary"
"Moderate","LittleChange","Average","Westerly","Neutral","LittleChange","WeakPos","Weak","LessUnstable","XNIL","WeakUp","StrongWest","ACEFK","AllElse","Neutral","CDEJ","Average","LowSHighN","PartInhibit","Clear","May15_Jun14","Weak","N5GtLIGt_8","Average","Strong","Clear","MoistMDryL","Stifling","Neutral","SIG","OtherRapid","VeryWet","Other","E","LittleChange","None","None","Average","Marked","Neutral","LittleChange","Steep","SIG","XNIL","Steep","E","Stability","Neutral","WidespdDnsl","Neutral","Clear","PC","Wet","Strong","CThruK","None"
"Strong","Decreasing","Average","LVorOther","StronUp","PosToNeg","Negative","Strong","Average","XNIL","WeakUp","DCVZFavor","ACEFK","NWQuad","WeakUp","K","MoreThanAve","Other","PartInhibit","Cloudy","May15_Jun14","Weak","N1GtLIGt_4","Average","None","Cloudy","DryMMoistL","None","Neutral","XNIL","MarkedUpper","Wet","E_W_N","K","Increasing","None","Slight","MoreThanAve","None","Wet","IncCapDecIns","Steep","XNIL","XNIL","ModerateOrLe","K","Instability","WeakUp","LongAnticyc","VeryWet","Cloudy","Cloudy","Wet","None","CThruK","Other"
"Moderate","Decreasing","Dry","Westerly","Neutral","LittleChange","Negative","Weak","LessUnstable","XNIL","StrongUp","StrongWest","ACEFK","AllElse","WeakUp","CDEJ","LessThanAve","LowEvrywhere","PartInhibit","Clear","Aug11_Aug20","None","N5GtLIGt_8","LessUnstable","Strong","Clear","DryMMoistL","Stifling","Down","SIG","MarkedUpper","Dry","E_W_N","C","LittleChange","Weak","Slight","LessThanAve","Marked","Dry","LittleChange","CloseToDryAd","SIG","XNIL","ModerateOrLe","C","Stability","WeakUp","WidespdDnsl","Dry","Clear","Clear","Dry","Strong","CThruK","None"
"Weak","Decreasing","Dry","LVorOther","Neutral","LittleChange","Negative","Strong","LessUnstable","SIG","StrongUp","Westerly","HI","SWQuad","WeakUp","ABI","LessThanAve","LowSHighN","PartInhibit","PC","Jun15_Jul1","None","LIGt0","LessUnstable","None","PC","DryMMoistL","PartInhibit","Neutral","XNIL","OtherRapid","Dry","E_W_N","I","Decreasing","None","None","Average","None","Dry","DecCapIncIns","Steep","SIG","SIG","Steep","I","Stability","WeakUp","E_NE","Dry","PC","Clear","Dry","None","CThruK","QStationary"
"Weak","LittleChange","VeryMoist","Westerly","Neutral","PosToNeg","Negative","Strong","LessUnstable","XNIL","Down","DCVZFavor","B","AllElse","Neutral","ABI","MoreThanAve","Other","Stifling","Clear","May15_Jun14","Strong","LIGt0","LessUnstable","None","Clear","DryMMoistL","None","Neutral","XNIL","NoMajor","Dry","None","B","LittleChange","None","Slight","MoreThanAve","None","Dry","LittleChange","Stable","XNIL","XNIL","ModerateOrLe","B","Neutral","Neutral","LongAnticyc","Wet","Clear","Clear","Wet","None","AB","None"
"Strong","LittleChange","Dry","Westerly","Down","NegToPos","StrongPos","Strong","Average","XNIL","Down","StrongWest","ACEFK","SWQuad","Neutral","ABI","LessThanAve","LowAtStation","Stifling","Clear","Jun15_Jul1","None","N1GtLIGt_4","Average","Strong","Clear","DryMMoistL","PartInhibit","WeakUp","XNIL","MarkedUpper","Wet","E_W_S","A","Decreasing","Weak","Strong","Average","Marked","Dry","DecCapIncIns","Steep","XNIL","XNIL","Steep","A","Neutral","Neutral","LongAnticyc","Neutral","Clear","Clear","Neutral","Strong","AB","Moving"
"Moderate","LittleChange","Average","Westerly","Neutral","LittleChange","Neutral","Weak","Average","XNIL","Neutral","Other","ACEFK","AllElse","Neutral","K","MoreThanAve","HighEvrywher","PartInhibit","Cloudy","Aug20_Sep15","Weak","N5GtLIGt_8","Average","Strong","PC","Other","None","Neutral","SIG","MarkedUpper","Neutral","E_W_S","K","Increasing","Weak","Strong","Average","None","Wet","IncCapDecIns","CloseToDryAd","SIG","SIG","Steep","K","Neutral","Neutral","WidespdDnsl","Neutral","Cloudy","PC","Neutral","None","CThruK","Other"
"Moderate","Decreasing","VeryMoist","Westerly","Down","LittleChange","WeakPos","Strong","LessUnstable","XNIL","StrongUp","StrongWest","B","SWQuad","Neutral","ABI","Average","HighEvrywher","PartInhibit","PC","May15_Jun14","None","N1GtLIGt_4","LessUnstable","Strong","PC","DryMMoistL","None","Neutral","SVR","NoMajor","VeryWet","DenvCyclone","B","Increasing","Strong","Moderate","LessThanAve","Marked","Neutral","IncCapDecIns","Steep","SVR","XNIL","Steep","B","Stability","Neutral","DenvCyclone","Wet","PC","PC","Wet","Weak","AB","Other"
"Weak","Decreasing","Dry","Westerly","StronUp","PosToNeg","Negative","Weak","MoreUnstable","SVR","WeakUp","Other","D","NWQuad","Neutral","CDEJ","LessThanAve","LowEvrywhere","PartInhibit","PC","Aug20_Sep15","None","N1GtLIGt_4","MoreUnstable","Strong","Clear","DryMMoistL","None","Neutral","SIG","MarkedUpper","Wet","DryLine","D","LittleChange","Strong","Slight","LessThanAve","None","Dry","LittleChange","Stable","SVR","SVR","CloseToDryAd","D","Instability","Neutral","SEQuad","VeryWet","Clear","Clear","Wet","Weak","CThruK","QStationary"
"Moderate","Decreasing","Dry","LVorOther","WeakUp","LittleChange","Neutral","Weak","MoreUnstable","XNIL","Neutral","Westerly","GJ","NWQuad","Neutral","G","LessThanAve","LowEvrywhere","PartInhibit","PC","Jun15_Jul1","None","LILt_8","MoreUnstable","Weak","Clear","MoistMDryL","None","WeakUp","XNIL","NoMajor","Wet","DryLine","G","LittleChange","Weak","Moderate","LessThanAve","None","Dry","LittleChange","Steep","XNIL","XNIL","CloseToDryAd","G","Neutral","Neutral","LV","Wet","Cloudy","Cloudy","Neutral","None","CThruK","Other"
"Moderate","Increasing","Average","LVorOther","WeakUp","LittleChange","WeakPos","None","LessUnstable","XNIL","Down","DCVZFavor","GJ","LV","Down","CDEJ","MoreThanAve","LowAtStation","PartInhibit","Cloudy","Jul2_Jul15","None","N5GtLIGt_8","Average","None","Cloudy","Other","None","Down","XNIL","NoMajor","Dry","DryLine","J","Increasing","None","Moderate","Average","None","Neutral","IncCapDecIns","Steep","XNIL","XNIL","ModerateOrLe","J","Stability","Down","LV","Neutral","Cloudy","PC","Wet","None","CThruK","QStationary"
